,Unnamed: 0,ticker,time,volume,bid_o,bid_h,bid_l,bid_c,mid_o,mid_h,mid_l,mid_c,ask_o,ask_h,ask_l,ask_c,RANGE,mid_h_prev,mid_l_prev,ask_h_prev,bid_l_prev,RANGE_prev,DIRECTION,DIRECTION_prev,SIGNAL,ENTRY,STOPLOSS,TAKEPROFIT
2122,701,USD_JPY,2021-05-13T13:00:00.000000000Z,17915,109.576,109.648,109.445,109.459,109.583,109.656,109.453,109.465,109.59,109.663,109.461,109.471,0.20300000000000296,109.694,109.482,109.702,109.474,0.2120000000000033,-1,1,1,109.72319999999999,109.63839999999999,109.8928
2152,731,USD_JPY,2021-05-20T13:00:00.000000000Z,13287,108.979,108.979,108.741,108.784,108.986,108.986,108.748,108.791,108.992,108.992,108.755,108.798,0.23799999999999955,109.028,108.89,109.035,108.883,0.13800000000000523,-1,1,1,109.0488,108.9936,109.1592
2155,734,USD_JPY,2021-05-21T01:00:00.000000000Z,7221,108.824,108.867,108.73,108.768,108.83,108.874,108.736,108.775,108.837,108.881,108.743,108.782,0.13799999999999102,108.899,108.76,108.906,108.73,0.1389999999999958,-1,1,1,108.91990000000001,108.86430000000001,109.03110000000001
2161,740,USD_JPY,2021-05-24T01:00:00.000000000Z,7655,108.977,108.984,108.809,108.838,108.983,108.991,108.816,108.846,108.989,108.998,108.824,108.853,0.17499999999999716,108.996,108.882,109.004,108.857,0.11399999999999011,-1,1,1,109.0154,108.9698,109.10659999999999
2167,746,USD_JPY,2021-05-25T01:00:00.000000000Z,10528,108.783,108.783,108.676,108.709,108.79,108.79,108.682,108.716,108.796,108.796,108.689,108.722,0.10800000000000409,108.864,108.738,108.872,108.705,0.12600000000000477,-1,1,1,108.8846,108.83420000000001,108.98540000000001
2179,758,USD_JPY,2021-05-27T01:00:00.000000000Z,9110,109.153,109.201,109.035,109.09,109.16,109.207,109.041,109.096,109.167,109.214,109.047,109.101,0.16599999999999682,109.21,109.116,109.217,109.086,0.09399999999999409,-1,1,1,109.2264,109.1888,109.3016
2196,775,USD_JPY,2021-05-31T21:00:00.000000000Z,4787,109.543,109.574,109.375,109.404,109.588,109.606,109.382,109.41,109.632,109.643,109.389,109.417,0.22399999999998954,109.607,109.466,109.639,109.453,0.14100000000000534,-1,1,1,109.6531,109.5967,109.7659
2200,779,USD_JPY,2021-06-01T13:00:00.000000000Z,17522,109.636,109.663,109.334,109.43,109.642,109.669,109.34,109.436,109.649,109.675,109.346,109.442,0.3289999999999935,109.708,109.557,109.716,109.551,0.15099999999999625,-1,1,1,109.7311,109.6707,109.8519
2221,800,USD_JPY,2021-06-07T01:00:00.000000000Z,10094,109.571,109.611,109.374,109.421,109.577,109.618,109.381,109.428,109.583,109.625,109.388,109.436,0.23699999999999477,109.638,109.433,109.66,109.383,0.2049999999999983,-1,1,1,109.6805,109.5985,109.8445
2258,837,USD_JPY,2021-06-15T05:00:00.000000000Z,9626,110.079,110.117,109.981,110.117,110.086,110.124,109.988,110.124,110.092,110.131,109.994,110.131,0.13599999999999568,110.153,110.058,110.159,110.051,0.09499999999999886,1,1,1,110.16850000000001,110.13050000000001,110.2445
2269,848,USD_JPY,2021-06-17T01:00:00.000000000Z,9774,110.745,110.749,110.601,110.671,110.752,110.756,110.608,110.678,110.758,110.763,110.615,110.684,0.14799999999999613,110.824,110.611,110.831,110.564,0.21299999999999386,-1,1,1,110.8523,110.7671,111.0227
2275,854,USD_JPY,2021-06-18T01:00:00.000000000Z,7039,110.306,110.32,110.149,110.215,110.312,110.327,110.156,110.222,110.319,110.334,110.163,110.228,0.17099999999999227,110.332,110.212,110.339,110.162,0.11999999999999034,-1,1,1,110.351,110.303,110.44699999999999
2281,860,USD_JPY,2021-06-21T01:00:00.000000000Z,18542,110.226,110.238,109.711,109.789,110.232,110.244,109.718,109.796,110.239,110.251,109.725,109.802,0.5259999999999962,110.308,110.149,110.358,110.142,0.15900000000000603,-1,1,1,110.3739,110.3103,110.50110000000001
2291,870,USD_JPY,2021-06-22T17:00:00.000000000Z,6725,110.696,110.718,110.581,110.666,110.703,110.724,110.588,110.676,110.71,110.731,110.594,110.685,0.1360000000000099,110.792,110.61,110.799,110.604,0.18200000000000216,-1,1,1,110.81720000000001,110.74440000000001,110.96280000000002
2305,884,USD_JPY,2021-06-25T01:00:00.000000000Z,6540,110.925,110.929,110.8,110.861,110.932,110.935,110.807,110.868,110.939,110.941,110.813,110.874,0.1280000000000001,110.985,110.835,110.992,110.785,0.15000000000000568,-1,1,1,111.007,110.947,111.12700000000001
2314,893,USD_JPY,2021-06-28T13:00:00.000000000Z,17045,110.845,110.896,110.494,110.552,110.851,110.902,110.501,110.558,110.857,110.907,110.508,110.564,0.40099999999999625,110.978,110.694,110.984,110.687,0.2839999999999918,-1,1,1,111.0124,110.89880000000001,111.2396
2319,898,USD_JPY,2021-06-29T09:00:00.000000000Z,15074,110.598,110.729,110.5,110.678,110.604,110.736,110.507,110.685,110.609,110.744,110.514,110.692,0.2289999999999992,110.76,110.53,110.767,110.523,0.23000000000000398,1,1,1,110.78999999999999,110.698,110.97399999999999
2320,899,USD_JPY,2021-06-29T13:00:00.000000000Z,16612,110.679,110.701,110.424,110.521,110.686,110.707,110.43,110.528,110.693,110.713,110.437,110.535,0.2769999999999868,110.736,110.507,110.744,110.5,0.2289999999999992,-1,1,1,110.76689999999999,110.6753,110.95009999999999
2323,902,USD_JPY,2021-06-30T01:00:00.000000000Z,8777,110.559,110.57,110.437,110.499,110.566,110.578,110.444,110.506,110.572,110.585,110.451,110.513,0.13400000000000034,110.598,110.502,110.618,110.463,0.09600000000000364,-1,1,1,110.6276,110.5892,110.7044
2346,925,USD_JPY,2021-07-05T21:00:00.000000000Z,4241,110.914,110.955,110.803,110.856,110.964,110.988,110.81,110.863,111.014,111.022,110.817,110.87,0.17799999999999727,110.998,110.878,111.033,110.858,0.12000000000000455,-1,1,1,111.045,110.997,111.141
2357,936,USD_JPY,2021-07-07T17:00:00.000000000Z,12331,110.667,110.721,110.531,110.61,110.674,110.726,110.539,110.618,110.681,110.733,110.546,110.627,0.1869999999999976,110.815,110.574,110.822,110.568,0.24099999999999966,-1,1,1,110.8461,110.7497,111.03890000000001
2385,964,USD_JPY,2021-07-14T09:00:00.000000000Z,16676,110.505,110.512,110.134,110.175,110.512,110.518,110.14,110.182,110.519,110.526,110.147,110.188,0.3780000000000001,110.538,110.415,110.544,110.408,0.12299999999999045,-1,1,1,110.5563,110.5071,110.65469999999999
2409,988,USD_JPY,2021-07-20T09:00:00.000000000Z,19354,109.611,109.619,109.321,109.522,109.618,109.626,109.328,109.528,109.624,109.632,109.334,109.534,0.2980000000000018,109.746,109.45,109.753,109.443,0.29599999999999227,-1,1,1,109.7826,109.66420000000001,110.01939999999999
2421,1000,USD_JPY,2021-07-22T09:00:00.000000000Z,18619,110.246,110.335,110.008,110.063,110.253,110.342,110.015,110.071,110.26,110.348,110.022,110.079,0.3269999999999982,110.361,110.068,110.368,110.062,0.29300000000000637,-1,1,1,110.3973,110.2801,110.63170000000001
2424,1003,USD_JPY,2021-07-22T21:00:00.000000000Z,2144,110.126,110.158,110.03,110.129,110.176,110.2,110.08,110.136,110.226,110.25,110.095,110.143,0.12000000000000455,110.224,110.086,110.23,110.078,0.13800000000000523,-1,1,1,110.24380000000001,110.18860000000001,110.3542
2434,1013,USD_JPY,2021-07-26T13:00:00.000000000Z,14772,110.361,110.389,110.148,110.314,110.368,110.396,110.156,110.321,110.375,110.403,110.163,110.328,0.23999999999999488,110.426,110.22,110.434,110.213,0.20600000000000307,-1,1,1,110.4546,110.37219999999999,110.6194
2436,1015,USD_JPY,2021-07-26T21:00:00.000000000Z,3068,110.362,110.384,110.209,110.217,110.392,110.407,110.216,110.224,110.421,110.443,110.223,110.231,0.1910000000000025,110.411,110.313,110.418,110.306,0.09799999999999898,-1,1,1,110.4278,110.38860000000001,110.5062
2451,1030,USD_JPY,2021-07-29T09:00:00.000000000Z,13722,109.807,109.873,109.599,109.752,109.813,109.88,109.606,109.759,109.819,109.886,109.612,109.766,0.2740000000000009,109.893,109.678,109.9,109.672,0.2150000000000034,-1,1,1,109.92150000000001,109.83550000000001,110.0935
2466,1045,USD_JPY,2021-08-02T21:00:00.000000000Z,3511,109.295,109.337,109.217,109.301,109.306,109.343,109.224,109.308,109.316,109.375,109.231,109.314,0.11899999999999977,109.376,109.243,109.384,109.236,0.13300000000000978,1,1,1,109.3973,109.3441,109.50370000000001
2467,1046,USD_JPY,2021-08-03T01:00:00.000000000Z,7263,109.3,109.328,109.128,109.176,109.306,109.334,109.135,109.183,109.313,109.341,109.142,109.19,0.19899999999999807,109.343,109.224,109.375,109.217,0.11899999999999977,-1,1,1,109.3869,109.3393,109.4821
2475,1054,USD_JPY,2021-08-04T09:00:00.000000000Z,13971,109.188,109.207,108.753,108.761,109.194,109.214,108.76,108.768,109.201,109.222,108.766,108.775,0.4539999999999935,109.238,109.028,109.245,109.021,0.20999999999999375,-1,1,1,109.266,109.182,109.434
2505,1084,USD_JPY,2021-08-11T09:00:00.000000000Z,16357,110.792,110.793,110.389,110.47,110.798,110.799,110.396,110.477,110.805,110.805,110.403,110.484,0.4030000000000058,110.802,110.647,110.809,110.64,0.15500000000000114,-1,1,1,110.8245,110.7625,110.9485
2540,1119,USD_JPY,2021-08-19T05:00:00.000000000Z,24202,110.167,110.193,109.491,109.599,110.173,110.2,109.498,109.606,110.179,110.207,109.505,109.612,0.7019999999999982,110.228,109.964,110.235,109.957,0.2639999999999958,-1,1,1,110.2614,110.1558,110.47259999999999
2545,1124,USD_JPY,2021-08-20T01:00:00.000000000Z,8377,109.84,109.842,109.626,109.742,109.846,109.848,109.633,109.749,109.853,109.856,109.639,109.756,0.2150000000000034,109.887,109.736,109.894,109.686,0.15099999999999625,-1,1,1,109.90910000000001,109.84870000000001,110.02990000000001
2554,1133,USD_JPY,2021-08-23T13:00:00.000000000Z,19363,110.033,110.034,109.716,109.766,110.04,110.04,109.722,109.773,110.046,110.046,109.728,109.78,0.31800000000001205,110.148,109.936,110.154,109.93,0.21199999999998909,-1,1,1,110.17519999999999,110.09039999999999,110.34479999999998
2559,1138,USD_JPY,2021-08-24T09:00:00.000000000Z,11413,109.787,109.788,109.505,109.525,109.794,109.794,109.512,109.532,109.8,109.801,109.518,109.539,0.2819999999999965,109.883,109.71,109.889,109.704,0.17300000000000182,-1,1,1,109.9063,109.8371,110.0447
2575,1154,USD_JPY,2021-08-27T01:00:00.000000000Z,6448,110.048,110.08,109.88,109.918,110.055,110.086,109.887,109.924,110.062,110.093,109.894,109.931,0.19899999999999807,110.09,109.964,110.121,109.957,0.12600000000000477,-1,1,1,110.1336,110.0832,110.23440000000001
2595,1174,USD_JPY,2021-09-01T09:00:00.000000000Z,14862,110.365,110.385,110.01,110.019,110.372,110.391,110.016,110.026,110.378,110.398,110.023,110.033,0.375,110.42,110.167,110.427,110.16,0.2530000000000001,-1,1,1,110.45230000000001,110.3511,110.6547
2627,1206,USD_JPY,2021-09-08T17:00:00.000000000Z,5399,110.274,110.284,110.166,110.258,110.281,110.29,110.172,110.266,110.288,110.296,110.178,110.273,0.11800000000000921,110.394,110.22,110.401,110.214,0.1740000000000066,-1,1,1,110.41839999999999,110.34879999999998,110.5576
2632,1211,USD_JPY,2021-09-09T13:00:00.000000000Z,15309,109.892,109.916,109.688,109.695,109.898,109.922,109.694,109.702,109.904,109.929,109.701,109.709,0.22799999999999443,109.962,109.848,109.969,109.841,0.11400000000000432,-1,1,1,109.98039999999999,109.93479999999998,110.07159999999999
2637,1216,USD_JPY,2021-09-10T09:00:00.000000000Z,9801,109.886,109.972,109.761,109.885,109.893,109.978,109.788,109.89,109.9,109.985,109.806,109.896,0.18999999999999773,109.992,109.846,109.997,109.84,0.1460000000000008,-1,1,1,110.0116,109.9532,110.1284
2648,1227,USD_JPY,2021-09-14T05:00:00.000000000Z,9189,110.054,110.09,109.947,110.033,110.061,110.096,109.954,110.04,110.068,110.102,109.961,110.046,0.14200000000001012,110.11,110.036,110.117,110.029,0.07399999999999807,-1,1,1,110.12440000000001,110.0948,110.18360000000001
2654,1233,USD_JPY,2021-09-15T05:00:00.000000000Z,12692,109.615,109.617,109.301,109.322,109.621,109.623,109.308,109.328,109.627,109.629,109.315,109.333,0.3149999999999977,109.658,109.546,109.665,109.54,0.11199999999999477,-1,1,1,109.67620000000001,109.63140000000001,109.7658
2659,1238,USD_JPY,2021-09-16T01:00:00.000000000Z,6645,109.379,109.381,109.217,109.28,109.386,109.387,109.224,109.286,109.393,109.394,109.231,109.292,0.1629999999999967,109.464,109.314,109.471,109.304,0.15000000000000568,-1,1,1,109.486,109.426,109.60600000000001
2671,1250,USD_JPY,2021-09-20T01:00:00.000000000Z,4590,110.01,110.012,109.851,109.912,110.017,110.019,109.858,109.918,110.024,110.026,109.865,109.925,0.16100000000000136,110.038,109.906,110.052,109.858,0.1319999999999908,-1,1,1,110.0652,110.01240000000001,110.1708
2701,1280,USD_JPY,2021-09-27T01:00:00.000000000Z,6239,110.73,110.736,110.529,110.545,110.737,110.744,110.536,110.552,110.744,110.751,110.542,110.558,0.2079999999999984,110.807,110.653,110.815,110.627,0.15399999999999636,-1,1,1,110.8304,110.7688,110.9536
2710,1289,USD_JPY,2021-09-28T13:00:00.000000000Z,27182,111.55,111.624,111.228,111.413,111.559,111.631,111.235,111.419,111.568,111.638,111.242,111.425,0.3960000000000008,111.64,111.244,111.647,111.237,0.3960000000000008,-1,1,1,111.6866,111.5282,112.0034
2718,1297,USD_JPY,2021-09-29T21:00:00.000000000Z,5602,111.941,111.989,111.849,111.877,111.964,112.014,111.856,111.883,111.988,112.045,111.862,111.889,0.15800000000000125,112.05,111.928,112.056,111.921,0.12199999999999989,-1,1,1,112.06819999999999,112.01939999999999,112.16579999999999
2725,1304,USD_JPY,2021-10-01T01:00:00.000000000Z,13366,111.391,111.411,111.109,111.167,111.398,111.418,111.116,111.174,111.405,111.425,111.123,111.18,0.3020000000000067,111.489,111.257,111.496,111.237,0.23199999999999932,-1,1,1,111.5192,111.4264,111.70479999999999
2730,1309,USD_JPY,2021-10-03T21:00:00.000000000Z,8001,110.871,111.015,110.871,110.944,110.898,111.03,110.886,110.951,110.924,111.054,110.893,110.958,0.14400000000000546,111.122,110.986,111.129,110.98,0.13599999999999568,1,1,1,111.1426,111.0882,111.2514
2748,1327,USD_JPY,2021-10-06T21:00:00.000000000Z,6699,111.387,111.437,111.306,111.376,111.407,111.444,111.312,111.382,111.427,111.451,111.319,111.389,0.132000000000005,111.498,111.348,111.504,111.342,0.15000000000000568,-1,1,1,111.519,111.459,111.63900000000001
2757,1336,USD_JPY,2021-10-08T09:00:00.000000000Z,24015,111.955,111.955,111.504,111.589,111.96,111.96,111.512,111.596,111.966,111.967,111.519,111.603,0.4479999999999933,111.999,111.864,112.006,111.857,0.1349999999999909,-1,1,1,112.0195,111.96549999999999,112.12749999999998
2776,1355,USD_JPY,2021-10-13T13:00:00.000000000Z,24307,113.655,113.714,113.222,113.443,113.662,113.722,113.228,113.45,113.669,113.73,113.235,113.456,0.4939999999999998,113.806,113.506,113.813,113.498,0.29999999999999716,-1,1,1,113.843,113.723,114.083
2788,1367,USD_JPY,2021-10-15T13:00:00.000000000Z,22228,114.442,114.454,113.98,114.274,114.45,114.462,113.988,114.281,114.457,114.469,113.996,114.288,0.47400000000000375,114.464,114.245,114.472,114.238,0.2189999999999941,-1,1,1,114.4939,114.4063,114.66909999999999
2793,1372,USD_JPY,2021-10-18T09:00:00.000000000Z,21959,114.363,114.428,114.113,114.268,114.369,114.434,114.12,114.276,114.375,114.441,114.128,114.283,0.31399999999999295,114.454,114.221,114.462,114.214,0.23299999999998988,-1,1,1,114.4853,114.3921,114.67169999999999
2798,1377,USD_JPY,2021-10-19T05:00:00.000000000Z,19474,114.18,114.194,113.87,113.94,114.186,114.199,113.878,113.947,114.193,114.205,113.887,113.954,0.32099999999999795,114.24,114.081,114.247,114.074,0.15899999999999181,-1,1,1,114.2629,114.19930000000001,114.39009999999999
2833,1412,USD_JPY,2021-10-27T01:00:00.000000000Z,9067,114.164,114.203,113.927,113.997,114.17,114.211,113.934,114.003,114.177,114.219,113.942,114.009,0.277000000000001,114.222,114.072,114.229,114.064,0.14999999999999147,-1,1,1,114.244,114.184,114.36399999999999
2842,1421,USD_JPY,2021-10-28T13:00:00.000000000Z,25419,113.682,113.713,113.25,113.443,113.69,113.72,113.256,113.45,113.698,113.728,113.262,113.457,0.46399999999999864,113.724,113.516,113.73,113.509,0.2079999999999984,-1,1,1,113.7508,113.6676,113.9172
2865,23,USD_JPY,2021-11-03T09:00:00.000000000Z,9435,113.879,113.883,113.714,113.866,113.886,113.89,113.721,113.872,113.893,113.897,113.728,113.879,0.16899999999999693,113.946,113.815,113.953,113.808,0.13100000000000023,-1,1,1,113.9661,113.91369999999999,114.0709
2878,36,USD_JPY,2021-11-05T13:00:00.000000000Z,25444,113.909,113.911,113.35,113.364,113.916,113.918,113.357,113.372,113.924,113.926,113.364,113.38,0.561000000000007,114.034,113.719,114.045,113.712,0.31500000000001194,-1,1,1,114.07650000000001,113.9505,114.32850000000002
2890,48,USD_JPY,2021-11-09T14:00:00.000000000Z,23559,112.868,112.999,112.736,112.831,112.875,113.006,112.744,112.838,112.882,113.013,112.751,112.845,0.26200000000000045,113.116,112.81,113.123,112.803,0.3059999999999974,-1,1,1,113.15360000000001,113.03120000000001,113.39840000000001
2893,51,USD_JPY,2021-11-10T02:00:00.000000000Z,6042,112.905,112.912,112.77,112.874,112.912,112.919,112.776,112.881,112.919,112.927,112.783,112.888,0.14300000000000068,112.958,112.808,112.969,112.799,0.14999999999999147,-1,1,1,112.984,112.92399999999999,113.10399999999998
2901,59,USD_JPY,2021-11-11T10:00:00.000000000Z,10739,114.07,114.073,113.8,113.868,114.078,114.08,113.807,113.875,114.085,114.086,113.814,113.882,0.27299999999999613,114.134,113.877,114.141,113.871,0.257000000000005,-1,1,1,114.1667,114.0639,114.37230000000001
2943,101,USD_JPY,2021-11-22T10:00:00.000000000Z,14373,114.126,114.231,114.054,114.147,114.132,114.238,114.064,114.154,114.139,114.245,114.074,114.16,0.1740000000000066,114.269,114.069,114.276,114.062,0.20000000000000284,1,1,1,114.29599999999999,114.216,114.45599999999999
2946,104,USD_JPY,2021-11-22T22:00:00.000000000Z,3040,114.858,114.869,114.731,114.824,114.894,114.898,114.738,114.831,114.93,114.93,114.745,114.838,0.1599999999999966,114.964,114.811,114.971,114.804,0.1529999999999916,-1,1,1,114.9863,114.9251,115.1087
2964,122,USD_JPY,2021-11-25T22:00:00.000000000Z,16427,115.305,115.35,114.67,114.866,115.355,115.371,114.68,114.874,115.405,115.409,114.69,114.881,0.6909999999999883,115.408,115.341,115.446,115.299,0.06700000000000728,-1,1,1,115.4527,115.42589999999998,115.5063
2977,135,USD_JPY,2021-11-30T02:00:00.000000000Z,17209,113.715,113.74,113.027,113.074,113.722,113.746,113.037,113.083,113.729,113.754,113.046,113.092,0.708999999999989,113.892,113.531,113.901,113.506,0.36099999999999,-1,1,1,113.9371,113.79270000000001,114.2259
2985,143,USD_JPY,2021-12-01T10:00:00.000000000Z,15411,113.459,113.471,113.105,113.132,113.466,113.478,113.112,113.139,113.472,113.484,113.119,113.146,0.36599999999999966,113.63,113.29,113.638,113.281,0.3399999999999892,-1,1,1,113.672,113.536,113.94399999999999
2991,149,USD_JPY,2021-12-02T10:00:00.000000000Z,21542,113.143,113.157,112.7,112.839,113.15,113.164,112.707,112.846,113.157,113.17,112.714,112.854,0.45700000000000784,113.332,113.016,113.344,113.009,0.3159999999999883,-1,1,1,113.37559999999999,113.2492,113.62839999999998
2997,155,USD_JPY,2021-12-03T10:00:00.000000000Z,21931,113.311,113.455,112.977,113.414,113.318,113.462,112.995,113.42,113.326,113.468,113.007,113.427,0.46699999999999875,113.488,113.182,113.495,113.175,0.3059999999999974,1,1,1,113.5256,113.4032,113.7704
3019,177,USD_JPY,2021-12-09T02:00:00.000000000Z,8262,113.715,113.766,113.58,113.629,113.722,113.774,113.586,113.636,113.728,113.781,113.593,113.642,0.1880000000000024,113.812,113.65,113.818,113.6,0.16199999999999193,-1,1,1,113.8342,113.7694,113.96379999999999
3037,195,USD_JPY,2021-12-14T02:00:00.000000000Z,7104,113.612,113.642,113.463,113.586,113.619,113.648,113.47,113.593,113.626,113.655,113.477,113.6,0.17799999999999727,113.668,113.528,113.679,113.489,0.14000000000000057,-1,1,1,113.693,113.637,113.80499999999999
3039,197,USD_JPY,2021-12-14T10:00:00.000000000Z,14594,113.597,113.611,113.422,113.551,113.604,113.618,113.429,113.558,113.61,113.624,113.435,113.565,0.18899999999999295,113.756,113.522,113.763,113.514,0.23399999999999466,-1,1,1,113.7864,113.6928,113.97359999999999
3057,215,USD_JPY,2021-12-17T10:00:00.000000000Z,17363,113.581,113.598,113.136,113.33,113.588,113.604,113.142,113.338,113.594,113.611,113.148,113.345,0.4620000000000033,113.701,113.486,113.708,113.48,0.2149999999999892,-1,1,1,113.7295,113.6435,113.9015
3060,218,USD_JPY,2021-12-19T22:00:00.000000000Z,9870,113.583,113.701,113.494,113.518,113.633,113.728,113.501,113.524,113.683,113.757,113.508,113.531,0.22699999999998965,113.766,113.598,113.776,113.592,0.16800000000000637,-1,1,1,113.7928,113.7256,113.9272
3064,222,USD_JPY,2021-12-20T14:00:00.000000000Z,18999,113.522,113.572,113.32,113.516,113.528,113.578,113.327,113.522,113.535,113.585,113.334,113.528,0.2510000000000048,113.693,113.495,113.7,113.488,0.1979999999999933,-1,1,1,113.7198,113.6406,113.8782
3077,235,USD_JPY,2021-12-22T18:00:00.000000000Z,4342,114.205,114.243,114.07,114.109,114.212,114.25,114.078,114.118,114.218,114.258,114.085,114.127,0.17199999999999704,114.372,114.125,114.378,114.118,0.2469999999999999,-1,1,1,114.4027,114.3039,114.60029999999999
3087,245,USD_JPY,2021-12-24T10:00:00.000000000Z,3487,114.395,114.396,114.33,114.359,114.404,114.405,114.34,114.37,114.412,114.416,114.35,114.381,0.06499999999999773,114.418,114.341,114.427,114.331,0.07700000000001239,-1,1,1,114.4347,114.40390000000001,114.49630000000002
3090,248,USD_JPY,2021-12-26T22:00:00.000000000Z,3927,114.303,114.417,114.303,114.398,114.353,114.424,114.311,114.405,114.403,114.443,114.319,114.412,0.11299999999999955,114.461,114.338,114.511,114.302,0.12300000000000466,1,1,1,114.52329999999999,114.47409999999999,114.62169999999999
3111,269,USD_JPY,2021-12-30T10:00:00.000000000Z,8139,115.164,115.183,115.015,115.171,115.17,115.19,115.022,115.178,115.175,115.196,115.028,115.185,0.16799999999999216,115.21,115.09,115.229,115.084,0.11999999999999034,1,1,1,115.241,115.193,115.33699999999999
3113,271,USD_JPY,2021-12-30T18:00:00.000000000Z,3642,115.173,115.173,115.028,115.062,115.18,115.18,115.036,115.07,115.188,115.188,115.043,115.079,0.14400000000000546,115.201,115.056,115.208,115.049,0.14499999999999602,-1,1,1,115.2225,115.1645,115.3385
3148,306,USD_JPY,2022-01-07T14:00:00.000000000Z,20574,115.849,115.877,115.577,115.617,115.855,115.884,115.583,115.624,115.861,115.892,115.589,115.63,0.30100000000000193,115.93,115.692,115.94,115.662,0.23800000000001376,-1,1,1,115.96379999999999,115.86859999999999,116.1542
3152,310,USD_JPY,2022-01-10T06:00:00.000000000Z,11475,115.803,115.819,115.612,115.662,115.81,115.826,115.62,115.668,115.817,115.834,115.627,115.675,0.20599999999998886,115.852,115.64,115.859,115.633,0.2120000000000033,-1,1,1,115.8802,115.7954,116.0498
3193,351,USD_JPY,2022-01-19T02:00:00.000000000Z,13767,114.651,114.717,114.197,114.247,114.658,114.724,114.206,114.254,114.664,114.731,114.214,114.261,0.5180000000000007,114.79,114.54,114.797,114.533,0.25,-1,1,1,114.822,114.72200000000001,115.022
3204,362,USD_JPY,2022-01-20T22:00:00.000000000Z,12231,114.075,114.137,113.729,113.799,114.106,114.162,113.737,113.806,114.137,114.196,113.745,113.814,0.42500000000001137,114.232,114.102,114.24,114.093,0.12999999999999545,-1,1,1,114.253,114.20100000000001,114.357
3207,365,USD_JPY,2022-01-21T10:00:00.000000000Z,12067,113.961,113.973,113.658,113.673,113.968,113.98,113.664,113.68,113.974,113.986,113.671,113.687,0.3160000000000025,114.034,113.797,114.041,113.79,0.23700000000000898,-1,1,1,114.0647,113.9699,114.25430000000001
3222,380,USD_JPY,2022-01-25T22:00:00.000000000Z,5859,113.857,113.922,113.77,113.861,113.9,113.93,113.778,113.868,113.943,113.943,113.784,113.876,0.15200000000000102,113.946,113.804,113.953,113.796,0.1419999999999959,-1,1,1,113.9672,113.91040000000001,114.0808
3233,391,USD_JPY,2022-01-27T18:00:00.000000000Z,8650,115.374,115.374,115.152,115.354,115.381,115.381,115.158,115.362,115.388,115.388,115.165,115.369,0.22299999999999898,115.489,115.238,115.496,115.23,0.2510000000000048,-1,1,1,115.52109999999999,115.42069999999998,115.72189999999999
3237,395,USD_JPY,2022-01-28T10:00:00.000000000Z,15844,115.607,115.663,115.246,115.32,115.614,115.67,115.254,115.328,115.621,115.678,115.261,115.336,0.4159999999999968,115.688,115.338,115.696,115.331,0.3500000000000085,-1,1,1,115.731,115.591,116.011
3243,401,USD_JPY,2022-01-31T10:00:00.000000000Z,13667,115.421,115.522,115.237,115.262,115.428,115.53,115.244,115.269,115.435,115.537,115.252,115.276,0.28600000000000136,115.531,115.344,115.538,115.337,0.18700000000001182,-1,1,1,115.55669999999999,115.48189999999998,115.7063
3254,412,USD_JPY,2022-02-02T06:00:00.000000000Z,10930,114.749,114.759,114.393,114.398,114.757,114.766,114.4,114.405,114.765,114.773,114.407,114.412,0.36599999999999966,114.804,114.694,114.812,114.686,0.10999999999999943,-1,1,1,114.823,114.779,114.91099999999999
3262,420,USD_JPY,2022-02-03T14:00:00.000000000Z,26786,114.851,114.942,114.728,114.842,114.858,114.95,114.736,114.85,114.865,114.958,114.743,114.857,0.21399999999999864,114.976,114.74,114.984,114.733,0.2360000000000042,-1,1,1,115.0076,114.91319999999999,115.1964
3272,430,USD_JPY,2022-02-07T06:00:00.000000000Z,12277,115.338,115.349,114.963,115.016,115.345,115.356,114.97,115.023,115.352,115.362,114.976,115.03,0.3859999999999957,115.379,115.254,115.387,115.247,0.125,-1,1,1,115.3995,115.3495,115.4995
3296,454,USD_JPY,2022-02-11T06:00:00.000000000Z,13346,116.077,116.102,115.875,116.047,116.084,116.11,115.882,116.054,116.092,116.117,115.889,116.061,0.22799999999999443,116.17,115.974,116.177,115.968,0.19599999999999795,-1,1,1,116.1966,116.1182,116.35340000000001
3302,460,USD_JPY,2022-02-14T06:00:00.000000000Z,40098,115.428,115.446,115.027,115.041,115.435,115.454,115.034,115.048,115.442,115.461,115.042,115.055,0.4199999999999875,115.552,115.334,115.559,115.327,0.21800000000000352,-1,1,1,115.5808,115.4936,115.7552
3305,463,USD_JPY,2022-02-14T18:00:00.000000000Z,28242,115.626,115.657,115.362,115.531,115.634,115.664,115.369,115.542,115.641,115.673,115.376,115.554,0.2950000000000017,115.748,115.462,115.756,115.456,0.28600000000000136,-1,1,1,115.7846,115.6702,116.0134
3345,503,USD_JPY,2022-02-23T10:00:00.000000000Z,19997,115.065,115.128,114.956,115.007,115.072,115.134,114.963,115.014,115.08,115.142,114.97,115.02,0.17100000000000648,115.17,114.993,115.178,114.985,0.1770000000000067,-1,1,1,115.1957,115.1249,115.33730000000001
3347,505,USD_JPY,2022-02-23T18:00:00.000000000Z,15889,115.071,115.084,114.919,115.012,115.078,115.091,114.926,115.02,115.084,115.099,114.933,115.028,0.16499999999999204,115.202,114.999,115.209,114.992,0.20300000000000296,-1,1,1,115.22930000000001,115.14810000000001,115.39170000000001
